,uniquegroup,Date,Field,GroupNumber,TotalGroupSize,NoFemales,NoMales,Name,ReproStatus,Latitude,Longitude,NNID,NNDistance,GroupPosition,Density,Photo,QualityOfData,Nursing.,Initials,SurveyNumber,ExtraNotes,SurveyMonth,YAF.added.,Raw.Lat,Raw.Long,GroupSize,Month,Year
28696,SN565GN1,12-01-14,D,1,1,1,0,Ester,YAF,-28.91965,151.57805,,,,,,NA,,NF,565,Clemmie's Dec 2013 survey ends 544_ why then does mine end in 564?,1401,,,NA,1,2014-01,2014
28699,SN565GN12,13-01-14,F,12,13,10,3,Cashew,SF,-28.91765,151.5764333,Gareth,10,P,0,,1,,NF,565,,1401,,,NA,13,2014-01,2014
28701,SN565GN12,13-01-14,J,12,13,10,3,Bene,NPY,-28.917483,151.5761833,Lottie,5,P,1,,1,,NF,565,,1401,,,NA,13,2014-01,2014
28703,SN565GN12,13-01-14,J,12,13,10,3,Milo,NPY,-28.917333,151.5759833,Lottie,2,P,2,,1,,NF,565,,1401,,,NA,13,2014-01,2014
28704,SN565GN12,13-01-14,j,12,13,10,3,Hazel,NPY,-28.91735,151.5758667,Alison,2,P,2,,1,,NF,565,,1401,,,NA,13,2014-01,2014
28705,SN565GN12,13-01-14,J,12,13,10,3,Alison,YAF,-28.917367,151.5758667,Hazel,2,P,2,,1,,NF,565,,1401,,,NA,13,2014-01,2014
28707,SN565GN12,13-01-14,J,12,13,10,3,Naomi,NPY,-28.9174,151.5758333,Tilly,3,C,3,,1,,NF,565,,1401,,,NA,13,2014-01,2014
28709,SN565GN12,13-01-14,J,12,13,10,3,Twinkie,Male,-28.91745,151.5757833,June,3,C,3,,1,,NF,565,,1401,,,NA,13,2014-01,2014
28713,SN565GN14,13-01-14,J,14,4,3,1,Sadie,NPY,-28.917417,151.5754667,Dil,3,P,1,,1,,NF,565,,1401,,,NA,1,2014-01,2014
28719,SN565GN17,13-01-14,K,17,6,5,1,Nina,SPY,-28.918367,151.5739667,Johnny,1,P,1,,1,,NF,565,,1401,,,NA,6,2014-01,2014
28721,SN565GN17,13-01-14,I,17,6,5,1,Michelle,MPY,-28.919483,151.5737333,Ellie,4,P,1,,1,,NF,565,,1401,,,NA,6,2014-01,2014
28723,SN565GN17,13-01-14,I,17,6,5,1,Themeda,NPY,-28.9196,151.5737667,Ellie,2,P,1,,1,,NF,565,,1401,,,NA,6,2014-01,2014
28724,SN565GN19,13-01-14,I,19,1,1,0,Francis,NPY,-28.92015,151.57345,,,,,,NA,,NF,565,,1401,,,NA,1,2014-01,2014
28725,SN565GN2,12-01-14,E,2,3,1,2,Dot,NPY,-28.919367,151.5788167,,,,,,NA,,NF,565,Timestamp is incorrect because the time is wrong,1401,,,NA,1,2014-01,2014
28726,SN565GN3,12-01-14,F,3,4,2,2,Qantas,SPY,-28.917617,151.5784833,,3,P,2,,1,,NF,565,,1401,,,NA,3,2014-01,2014
28728,SN565GN3,12-01-14,F,3,4,2,2,Celine,NPY,-28.9175,151.5783333,Qantas,8,P,1,,1,,NF,565,,1401,,,NA,3,2014-01,2014
28730,SN565GN4,13-01-14,F,4,6,3,3,Tim,Male,-28.9174,151.5778,Longnose,2,P,2,,1,,NF,565,,1401,,,NA,6,2014-01,2014
28731,SN565GN4,13-01-14,F,4,6,3,3,Longnose,SPY,-28.91735,151.5777167,Tim,4,P,2,,1,,NF,565,,1401,,,NA,6,2014-01,2014
28734,SN565GN4,13-01-14,F,4,6,3,3,Enid,LPY,-28.917083,151.5774667,Paulie,4,P,1,,1,,NF,565,,1401,,,NA,6,2014-01,2014
28735,SN565GN5,13-01-14,G,5,6,4,2,Zaza,NPY,-28.9162,151.05,Celandine,3,P,1,,1,,NF,565,,1401,,,NA,6,2014-01,2014
28739,SN565GN5,13-01-14,G,5,6,4,2,Chad,Male,-28.9116,151.5779,Candice,4,P,,,1,,NF,565,,1401,,,NA,6,2014-01,2014
28740,SN565GN5,13-01-14,G,5,6,4,2,Candice,YAF/SPY,-28.916083,151.5779333,Chad,4,P,1,,1,,NF,565,,1401,,,NA,6,2014-01,2014
28744,SN565GN7,13-01-14,G,7,2,2,0,Maude,SF,-28.915417,151.5781333,Joy,2,P,1,,1,,NF,565,,1401,,,NA,2,2014-01,2014
28746,SN565GN9,13-01-14,M,9,11,9,2,Blondie,NPY,-28.916167,151.57835,Boomer,2,P,2,,1,,NF,565,,1401,,,NA,11,2014-01,2014
28749,SN565GN9,13-01-14,M,9,11,9,2,Nacho,SF,-28.916367,151.5784833,Mindi,3,P,3,,1,,NF,565,,1401,,,NA,11,2014-01,2014
28754,SN565GN9,13-01-14,M,9,11,9,2,Sally,YAF,-28.9166,151.5789,Nigella,4,P,1,,1,,NF,565,,1401,,,NA,11,2014-01,2014
28755,SN565GN9,13-01-14,M,9,11,9,2,Daniela,NPY,-28.9166,151.5789167,Celandine,3,P,3,,1,,NF,565,,1401,,,NA,11,2014-01,2014
28756,SN565GN9,13-01-14,M,9,11,9,2,Julia,SF,-28.916517,151.5783833,Blondie,2,P,2,,1,,NF,565,,1401,,,NA,11,2014-01,2014
28760,SN566GN1,13-01-14,I,1,7,5,2,Goggles,NPY,-28.9197,151.5750833,june,2,P,1,,1,,NF,566,,1401,,,NA,7,2014-01,2014
28762,SN566GN1,13-01-14,i,1,7,5,2,Regan,Male,-28.919717,151.5748167,Martha,5,P,1,,1,,NF,566,,1401,,,NA,7,2014-01,2014
28766,SN566GN11,13-01-14,F,11,6,5,1,Hazel,NPY,-28.9175,151.57885,Dot,5,P,1,,1,,NF,566,,1401,,,NA,6,2014-01,2014
28767,SN566GN11,13-01-14,F,11,6,5,1,Dot,NPY,-28.9175,151.57885,Cashew,4,P,2,,1,,NF,566,,1401,,,NA,6,2014-01,2014
28768,SN566GN11,13-01-14,F,11,6,5,1,Cashew,SF,-28.9175,151.57885,Robin,3,P,2,,1,,NF,566,,1401,,,NA,6,2014-01,2014
28771,SN566GN12,13-01-14,F,12,2,1,1,Dash,NPY,-28.917517,151.5784833,Tony,2,P,1,,1,,NF,566,,1401,,,NA,2,2014-01,2014
28774,SN566GN14,13-01-14,D,14,1,1,0,Ester,YAF,-28.9196,151.5780333,,,,,,NA,,NF,566,,1401,,,NA,1,2014-01,2014
28783,SN566GN7,13-01-14,J,7,14,10,4,Nina,SPY,-28.91715,151.5746,Diego,3,P,2,,1,,NF,566,,1401,,,NA,14,2014-01,2014
28787,SN566GN7,13-01-14,J,7,14,10,4,Sadie,NPY,-28.9173,151.5748333,Cotton,2,P,2,,1,,NF,566,,1401,,,NA,14,2014-01,2014
28789,SN566GN7,13-01-14,J,7,14,10,4,Twinkie,Male,-28.9173,151.5748333,Apanie,2,P,1,,1,,NF,566,,1401,,,NA,14,2014-01,2014
28791,SN566GN7,13-01-14,J,7,14,10,4,Chips,Male,-28.91695,151.5749,Bonnie,10,C,0,,1,,NF,566,,1401,,,NA,14,2014-01,2014
28793,SN566GN8,13-01-14,B,8,6,5,1,Naomi,NPY,-28.91785,151.5758833,June,10,,,,NA,,NF,566,,1401,,,NA,6,2014-01,2014
28795,SN566GN8,13-01-14,B,8,6,5,1,Nancy,SF,-28.917933,151.5760333,Naomi,10,P,0,,1,,NF,566,,1401,,,NA,6,2014-01,2014
28796,SN566GN8,13-01-14,B,8,6,5,1,Syrup,SPY,-28.917917,151.5760667,Naomi,12,P,0,,1,,NF,566,,1401,,,NA,6,2014-01,2014
28797,SN566GN8,13-01-14,B,8,6,5,1,Enid,MPY,-28.917983,151.57615,Elijah,2,P,2,,1,,NF,566,,1401,,,NA,6,2014-01,2014
28799,SN566GN9,13-01-14,A,9,2,2,0,Stripes,MPY,-28.9181,151.5770667,Bene,5,P,1,,1,,NF,566,,1401,,,NA,2,2014-01,2014
28800,SN566GN9,13-01-14,A,9,2,2,0,Bene,NPY,-28.91815,151.5772167,Stripes,5,P,1,,1,,NF,566,,1401,,,NA,2,2014-01,2014
28802,SN567GN1,13-01-14,B,1,3,2,1,Twinkie,Male,NA,,Sunbeam,2,P,2,,1,,NF,567,,1401,,,NA,3,2014-01,2014
28806,SN567GN10,14-01-14,F,10,5,5,0,Dash,NPY,NA,,Nigella,4,P,1,,1,,NF,567,,1401,,,NA,5,2014-01,2014
28807,SN567GN10,14-01-14,F,10,5,5,0,Dot,SPY,NA,,Nigella,5,P,1,,1,,NF,567,,1401,,,NA,5,2014-01,2014
28809,SN567GN11,14-01-14,F,11,2,1,1,Amanda,MPY,NA,,Augustus,3,P,1,,1,,NF,567,,1401,,,NA,2,2014-01,2014
28811,SN567GN12,14-01-14,M,12,5,3,2,Jacquei,YAF,NA,,Julia,4,P,1,,1,,NF,567,,1401,,,NA,5,2014-01,2014
28812,SN567GN12,14-01-14,M,12,5,3,2,Julia,SF,NA,,Jacquei,4,P,1,,1,,NF,567,,1401,,,NA,5,2014-01,2014
28816,SN567GN13,14-01-14,M,13,4,2,2,Nacho,SF,NA,,Cashew,5,P,1,,1,,NF,567,,1401,,,NA,4,2014-01,2014
28817,SN567GN13,14-01-14,M,13,4,2,2,Cashew,SF,NA,,Nacho,5,P,1,,1,,NF,567,,1401,,,NA,4,2014-01,2014
28820,SN567GN14,14-01-14,F,14,1,1,0,Ester,YAF,NA,,,,,,,NA,,NF,567,,1401,,,NA,1,2014-01,2014
28821,SN567GN15,14-01-14,F,15,1,1,0,Sally,LPY,NA,,,,,,,NA,,NF,567,,1401,,,NA,1,2014-01,2014
28822,SN567GN16,14-01-14,A,16,3,2,1,Blondie,NPY,NA,,Boomer,5,P,,,1,,NF,567,,1401,,,NA,3,2014-01,2014
28824,SN567GN16,14-01-14,A,16,3,2,1,Maude,SF,NA,,Blondie,13,P,0,,1,,NF,567,,1401,,,NA,3,2014-01,2014
28826,SN567GN2,13-01-14,J,2,2,2,0,Francis,NPY,NA,,Nikita,5,P,1,,1,,NF,567,,1401,,,NA,2,2014-01,2014
28829,SN567GN3,13-01-14,j,3,6,4,2,Chips,Male,NA,,Amber,4,P,1,,1,,NF,567,,1401,,,NA,6,2014-01,2014
28833,SN567GN4,14-01-14,K,4,8,6,2,Indi,SPY,NA,,Ugly,5,P,1,,1,,NF,567,,1401,,,NA,8,2014-01,2014
28841,SN567GN5,14-01-14,N,5,3,3,0,Granite,NPY,NA,,Tegan,4,P,1,,1,,NF,567,,1401,,,NA,3,2014-01,2014
28845,SN567GN7,14-01-14,O,7,1,1,0,Chilli,SPY,NA,,,,,,,NA,,NF,567,,1401,,,NA,1,2014-01,2014
28846,SN567GN8,14-01-14,C,8,4,3,1,Domino,YAF,NA,,Elsa,8,P,0,,1,,NF,567,,1401,,,NA,4,2014-01,2014
28848,SN567GN8,14-01-14,C,8,4,3,1,Shaddow,YAF,NA,,Sheldon,2,P,1,,1,,NF,567,,1401,,,NA,4,2014-01,2014
28850,SN567GN9,14-01-14,F,9,6,4,2,Abigail,NPY,NA,,Qantas,4,P,2,,1,,NF,567,,1401,,,NA,6,2014-01,2014
28851,SN567GN9,14-01-14,F,9,6,4,2,Qantas,SPY,NA,,Abigail,4,P,1,,1,,NF,567,,1401,,,NA,6,2014-01,2014
28853,SN567GN9,14-01-14,F,9,6,4,2,Zaza,NPY,NA,,Rudolph,3,C,3,,1,,NF,567,,1401,,,NA,6,2014-01,2014
28854,SN567GN9,14-01-14,F,9,6,4,2,Rudolph,Male,NA,,Robin,2,P,2,,1,,NF,567,,1401,,,NA,6,2014-01,2014
28858,SN568GN10,15-01-14,B,10,2,1,1,Sally,LPY,NA,,Elijah,10,,,,NA,,NF,568,,1401,,,NA,2,2014-01,2014
28860,SN568GN11,15-01-14,B,11,5,4,1,Francis,NPY,NA,,Michelle,4,P,2,,1,,NF,568,,1401,,,NA,5,2014-01,2014
28861,SN568GN11,15-01-14,B,11,5,4,1,Michelle,NPY,NA,,Apanie,4,,2,,1,,NF,568,,1401,,,NA,5,2014-01,2014
28863,SN568GN11,15-01-14,B,11,5,4,1,Twinkie,Male,NA,,Lottie,2,C,2,,1,,NF,568,,1401,,,NA,5,2014-01,2014
28866,SN568GN13,15-01-14,J,13,2,2,0,Sadie,NPY,NA,,Bonnie,4,P,1,,1,,NF,568,,1401,,,NA,2,2014-01,2014
28873,SN568GN15,15-01-14,J,15,3,3,0,Firefly,NPY,NA,,Therese,3,P,1,,1,,NF,568,changed YAF to NPY,1401,,,NA,3,2014-01,2014
28874,SN568GN15,15-01-14,J,15,3,3,0,Therese,SF,NA,,Firefly,3,P,1,,1,,NF,568,,1401,,,NA,3,2014-01,2014
28876,SN568GN17,15-01-14,H,17,2,2,0,Star,SPY,NA,,Lauren,5,P,1,,1,,NF,568,,1401,,,NA,2,2014-01,2014
28877,SN568GN17,15-01-14,H,17,2,2,0,Lauren,SPY,NA,,Star,5,P,1,,1,,NF,568,,1401,,,NA,2,2014-01,2014
28878,SN568GN2,15-01-14,D,2,7,7,0,Blondie,NPY,NA,,Zaza,10,P,0,,1,,NF,568,,1401,,,NA,7,2014-01,2014
28879,SN568GN2,15-01-14,"D

",2,7,7,0,Zaza,NPY,NA,,Blondie,10,P,0,,1,,NF,568,,1401,,,NA,7,2014-01,2014
28880,SN568GN2,15-01-14,D,2,7,7,0,Amanda,SPY,NA,,Zaza,5,P,1,,1,,NF,568,,1401,,,NA,7,2014-01,2014
28881,SN568GN2,15-01-14,D,2,7,7,0,Abigail,NPY,NA,,Amanda,10,P,0,,1,,NF,568,,1401,,,NA,7,2014-01,2014
28883,SN568GN2,15-01-14,D,2,7,7,0,Amanda,SPY,NA,,Amanda,5,P,1,,1,,NF,568,,1401,,,NA,7,2014-01,2014
28884,SN568GN2,15-01-14,D,2,7,7,0,Hazel,NPY,NA,,Zaza,5,P,1,,1,,NF,568,,1401,,,NA,7,2014-01,2014
28885,SN568GN3,15-01-14,E,3,3,2,1,Jacquei,YAF,NA,,Dash,4,P,1,,1,,NF,568,,1401,,,NA,3,2014-01,2014
28886,SN568GN3,15-01-14,E,3,3,2,1,Dash,NPY,NA,,Quentin,2,P,2,,1,,NF,568,,1401,,,NA,3,2014-01,2014
28889,SN568GN4,15-01-14,D,4,6,3,3,Rudolph,Male,NA,,Mollie,4,P,1,,1,,NF,568,,1401,,,NA,6,2014-01,2014
28892,SN568GN4,15-01-14,D,4,6,3,3,Qantas,SPY,NA,,Tony,1,P,2,,1,,NF,568,,1401,,,NA,6,2014-01,2014
28895,SN568GN6,15-01-14,F,6,8,5,3,Candice,YAF,NA,,Trevor,5,P,1,,1,,NF,568,,1401,,,NA,8,2014-01,2014
28896,SN568GN6,15-01-14,F,6,8,5,3,Trevor,Male,NA,,Jamie,2,P,1,,1,,NF,568,,1401,,,NA,8,2014-01,2014
28898,SN568GN6,15-01-14,F,6,8,5,3,Tim,Male,NA,,Nikki,5,P,1,,1,,NF,568,,1401,,,NA,8,2014-01,2014
28899,SN568GN6,15-01-14,F,6,8,5,3,Nikki,YAF,NA,,Tim,5,P,1,,1,,NF,568,,1401,,,NA,8,2014-01,2014
28901,SN568GN6,15-01-14,F,6,8,5,3,Daniela,NPY,NA,,Nikki,12,P,0,,1,,NF,568,,1401,,,NA,8,2014-01,2014
28903,SN568GN7,15-01-14,F,7,2,2,0,Goggles,NPY,NA,,Sunbeam,2,P,1,,1,,NF,568,,1401,,,NA,2,2014-01,2014
28913,SN568GN9,15-01-14,B,9,10,8,2,Enid,MPY,NA,,Jayjay,5,P,1,,1,,NF,568,,1401,,,NA,10,2014-01,2014
28914,SN568GN9,15-01-14,B,9,10,8,2,Nylon,SF,NA,,Shaniqua,5,P,22,,1,,NF,568,,1401,,,NA,10,2014-01,2014
28919,SN569GN11,16-01-14,F,11,1,1,0,Nikki,YAF,-28.916867,151.5778667,,,,,,NA,,NF,569,,1401,,,NA,1,2014-01,2014
28922,SN569GN13,16-01-14,B,13,5,3,2,Enid,MPY,-28.918067,151.5761333,Twinkie,2,P,1,,1,,NF,569,,1401,,,NA,5,2014-01,2014
28923,SN569GN13,16-01-14,B,13,5,3,2,Twinkie,Male,-28.918083,151.5761333,Enid,2,C,2,,1,,NF,569,,1401,,,NA,5,2014-01,2014
28924,SN569GN13,16-01-14,B,13,5,3,2,Bene,NPY,-28.918067,151.5761333,Twinkie,4,P,1,,1,,NF,569,,1401,,,NA,5,2014-01,2014
28925,SN569GN13,16-01-14,B,13,5,3,2,Naomi,NPY,-28.918217,151.5761333,Twinkie,8,P,0,,1,,NF,569,,1401,,,NA,5,2014-01,2014
28927,SN569GN14,16-01-14,J,14,5,3,2,Sadie,NPY,-28.917617,151.5757167,Dil,2,P,3,,1,,NF,569,,1401,,,NA,5,2014-01,2014
28928,SN569GN14,16-01-14,J,14,5,3,2,Francis,NPY,-28.91745,151.5757167,Michelle,2,C,3,,1,,NF,569,,1401,,,NA,5,2014-01,2014
28929,SN569GN14,16-01-14,J,14,5,3,2,Michelle,NPY,-28.91745,151.5757167,Francis,2,C,3,,1,,NF,569,,1401,,,NA,5,2014-01,2014
28933,SN569GN15,16-01-14,J,15,4,4,0,Longnose,SPY,-28.916483,151.5756667,Pinky,4,P,1,,1,,NF,569,,1401,,,NA,4,2014-01,2014
28934,SN569GN15,16-01-14,J,15,4,4,0,Lauren,SPY,-28.916417,151.5756167,Pinky,5,P,1,,1,,NF,569,,1401,,,NA,4,2014-01,2014
28938,SN569GN16,16-01-14,J,16,4,1,3,Chips,Male,-28.916883,151.5748833,Jared,2,P,3,,1,,NF,569,,1401,,,NA,4,2014-01,2014
28944,SN569GN2,16-01-14,C,2,2,1,1,Celine,SPY,-28.919,151.5811,,,P,1,,1,,NF,569,,1401,,,NA,2,2014-01,2014
28946,SN569GN3,16-01-14,C,3,1,1,0,Shaddow,YAF/SPY,-28.918283,151.5808667,,,,,,NA,,NF,569,,1401,,,NA,1,2014-01,2014
28950,SN569GN6,16-01-14,D,6,9,7,2,Dash,NPY,-28.91825,151.57955,Cashew,4,P,2,Fbm wilb,1,,NF,569,,1401,,,NA,9,2014-01,2014
28951,SN569GN6,16-01-14,D,6,9,7,2,Cashew,SF,-28.918417,151.57965,Hazel,2,P,3,,1,,NF,569,,1401,,,NA,9,2014-01,2014
28952,SN569GN6,16-01-14,D,6,9,7,2,Hazel,SPY,-28.9184,151.57965,Cashew,2,P,2,,1,,NF,569,,1401,,,NA,9,2014-01,2014
28953,SN569GN6,16-01-14,D,6,9,7,2,Rudolph,Male,-28.9184,151.57965,Mollie,2,C,3,,1,,NF,569,,1401,,,NA,9,2014-01,2014
28955,SN569GN6,16-01-14,D,6,9,7,2,Zaza,SPY,-28.918433,151.5797,Wilbur,3,P,1,,1,,NF,569,,1401,,,NA,9,2014-01,2014
28961,SN569GN9,16-01-14,G,9,8,6,2,Blondie,NPY,-28.91555,151.5777667,Boomer,3,P,2,,1,,NF,569,,1401,,,NA,8,2014-01,2014
28963,SN569GN9,16-01-14,G,9,8,6,2,Sally,LPY,-28.915733,151.5779333,Tilly,10,P,0,,1,,NF,569,,1401,,,NA,8,2014-01,2014
28964,SN569GN9,16-01-14,G,9,8,6,2,Maude,SF,-28.91575,151.57785,Blondie,10,C,0,,1,,NF,569,,1401,,,NA,8,2014-01,2014
28965,SN569GN9,16-01-14,G,9,8,6,2,Trevor,Male,-28.9158,151.5777667,Daniela,4,P,2,,1,,NF,569,,1401,,,NA,8,2014-01,2014
28966,SN569GN9,16-01-14,G,9,8,6,2,Daniela,NPY,-28.915817,151.5777833,Trevor,3,P,1,,1,,NF,569,,1401,,,NA,8,2014-01,2014
28967,SN569GN9,16-01-14,G,9,8,6,2,Abigail,NPY,-28.915833,151.5777667,Trevor,3,P,1,,1,,NF,569,,1401,,,NA,8,2014-01,2014
29014,SN570GN10,17-01-14,C,10,2,2,0,Shaddow,YAF/SPY,-28.91885,151.5817,Domino,5,P,1,,1,,NF,570,,1401,,,NA,2,2014-01,2014
29015,SN570GN10,17-01-14,C,10,2,2,0,Domino,YAF,-28.918867,151.5817,Shaddow,5,P,1,,1,,NF,570,,1401,,,NA,2,2014-01,2014
29016,SN570GN11,17-01-14,C,11,2,1,1,Dash,NPY,-28.918633,151.5810333,Sheldon,5,P,1,,1,,NF,570,,1401,,,NA,2,2014-01,2014
29019,SN570GN13,17-01-14,C,13,1,1,0,Celine,NPY,-28.918283,151.5806,Simone,7,,0,,1,,NF,570,,1401,,,NA,1,2014-01,2014
29020,SN570GN14,17-01-14,F,14,1,1,0,Ester,YAF,-28.917317,151.5784,,,,,,NA,,NF,570,,1401,,,NA,1,2014-01,2014
29023,SN570GN16,17-01-14,F,16,5,4,1,Amanda,SPY,-28.91745,151.57795,Rudolph,2,P,3,,1,,NF,570,,1401,,,NA,3,2014-01,2014
29027,SN570GN19,17-01-14,F,19,2,2,0,Blondie,NPY,-28.917667,151.57735,,,,,,NA,,NF,570,,1401,,,NA,2,2014-01,2014
29029,SN570GN2,17-01-14,D,2,3,3,0,Nacho,SF,-28.919333,151.5773,Hope,2,P,1,,1,,NF,570,,1401,,,NA,3,2014-01,2014
29030,SN570GN2,17-01-14,D,2,3,3,0,Julia,SF,-28.9192,151.5774,Hope,8,P,0,,1,,NF,570,,1401,,,NA,3,2014-01,2014
29031,SN570GN20,17-01-14,F,20,1,1,0,Longnose,SPY,-28.91775,151.5766833,,,,,,NA,,NF,570,,1401,,,NA,1,2014-01,2014
29032,SN570GN21,17-01-14,b,21,5,3,2,Naomi,NPY,-28.917767,151.5763833,Bene,10,P,0,,1,,NF,570,,1401,,,NA,5,2014-01,2014
29033,SN570GN21,17-01-14,B,21,5,3,2,Bene,NPY,-28.917583,151.5762833,Stripes,2,P,2,,1,,NF,570,,1401,,,NA,5,2014-01,2014
29034,SN570GN21,17-01-14,B,21,5,3,2,Stripes,MPY,-28.9176,151.5762833,Bene,2,P,2,,1,,NF,570,,1401,,,NA,5,2014-01,2014
29037,SN570GN22,17-01-14,B,22,7,4,3,Milo,NPY,-28.917667,151.57595,Gareth,4,P,1,,1,,NF,570,,1401,,,NA,7,2014-01,2014
29039,SN570GN22,17-01-14,B,22,7,4,3,Enid,MPY,-28.91785,151.5757167,Nancy,2,P,1,,1,,NF,570,,1401,,,NA,7,2014-01,2014
29040,SN570GN22,17-01-14,B,22,7,4,3,Nancy,SF,-28.91785,151.5757167,Enid,2,P,1,,1,,NF,570,,1401,,,NA,7,2014-01,2014
29041,SN570GN22,17-01-14,B,22,7,4,3,Chad,Male,-28.917933,151.5757833,Pixie,2,P,1,,1,,NF,570,,1401,,,NA,7,2014-01,2014
29043,SN570GN22,17-01-14,B,22,7,4,3,Tim,Male,-28.917967,151.5758167,Chad,10,P,1,,1,,NF,570,,1401,,,NA,7,2014-01,2014
29044,SN570GN23,17-01-14,A,23,3,3,0,Brie,NPY,-28.9186,151.5763833,Fetta,2,P,2,,1,,NF,570,,1401,,,NA,3,2014-01,2014
29046,SN570GN23,17-01-14,A,23,3,3,0,Beans,SF,-28.9186,151.5763667,Brie,2,P,2,,1,,NF,570,,1401,,,NA,3,2014-01,2014
29050,SN570GN25,17-01-14,I,25,5,3,2,Brigit,NPY,-28.919417,151.5736,Johnny,2,P,3,,1,,NF,570,,1401,,,NA,5,2014-01,2014
29055,SN570GN27,17-01-14,N,27,2,2,0,Granite,NPY,-28.92075,151.5722667,Tegan,2,P,1,,1,,NF,570,,1401,,,NA,2,2014-01,2014
29057,SN570GN28,17-01-14,N,28,1,1,0,Coffee,YAF/SPY,-28.920567,151.5716167,,,,,,NA,,NF,570,,1401,,,NA,1,2014-01,2014
29059,SN570GN3,17-01-14,D,3,3,2,1,Maude,SF,-28.919,151.5774667,Matto,2,P,2,,1,,NF,570,,1401,,,NA,3,2014-01,2014
29062,SN570GN4,17-01-14,D,4,2,0,2,Rudolph,Male,-28.919067,151.5777167,Arnold,4,P,1,,1,,NF,570,,1401,,,NA,2,2014-01,2014
29064,SN570GN5,17-01-14,D,5,1,1,0,Zaza,NPY,-28.918933,151.5783667,,,,,,NA,,NF,570,,1401,,,NA,1,2014-01,2014
29065,SN570GN6,17-01-14,D,6,1,1,0,Daniela,NPY,-28.9188,151.5786333,,,,,,NA,,NF,570,,1401,,,NA,1,2014-01,2014
29068,SN570GN8,17-01-14,D,8,4,2,2,Dot,SPY,-28.9186,151.5791167,Qantas,9,P,0,,1,,NF,570,,1401,,,NA,4,2014-01,2014
29069,SN570GN8,17-01-14,D,8,4,2,2,Qantas,SPY,-28.918583,151.5792333,Flynn,1,P,1,,1,,NF,570,,1401,,,NA,4,2014-01,2014
29072,SN570GN9,17-01-14,D,9,4,2,2,Jacquei,YAF/SPY,-28.919117,151.5791667,Wilbur,1,P,2,,1,,NF,570,,1401,,,NA,4,2014-01,2014
29075,SN571GN1,18-01-14,D,1,1,1,0,Nancy,SF,-28.919467,151.57725,,,,,,NA,,NF,571,,1401,,,NA,1,2014-01,2014
29076,SN571GN10,18-01-14,C,10,6,4,2,Shaddow,YAF,-28.918767,151.5809833,Sheldon,2,P,1,,1,,NF,571,,1401,,,NA,6,2014-01,2014
29078,SN571GN10,18-01-14,C,10,6,4,2,Domino,YAF,-28.91865,151.5810833,,1,P,1,,1,,NF,571,,1401,,,NA,6,2014-01,2014
29083,SN571GN12,18-01-14,F,12,5,3,2,Sally,LPY,-28.917683,151.5769333,Abigail,5,P,1,,1,,NF,571,,1401,,,NA,5,2014-01,2014
29084,SN571GN12,18-01-14,F,12,5,3,2,Abigail,NPY,-28.9178,151.5769167,Sally,5,P,1,,1,,NF,571,,1401,,,NA,5,2014-01,2014
29086,SN571GN12,18-01-14,F,12,5,3,2,Twinkie,Male,-28.917833,151.5765667,Ellie,10,P,0,,1,,NF,571,,1401,,,NA,5,2014-01,2014
29089,SN571GN13,18-01-14,B,13,2,2,0,Nylon,SF,-28.91765,151.5761833,Cotton,2,P,1,,1,,NF,571,,1401,,,NA,2,2014-01,2014
29090,SN571GN14,18-01-14,B,14,1,1,0,Enid,MPY,-28.918033,151.57615,,,,,,NA,,NF,571,,1401,,,NA,1,2014-01,2014
29091,SN571GN15,18-01-14,A,15,3,2,1,Naomi,NPY,-28.918367,151.5761333,Ajax,8,P,0,,1,,NF,571,,1401,,,NA,3,2014-01,2014
29093,SN571GN15,18-01-14,A,15,3,2,1,Stripes,MPY,-28.918633,151.5760333,Ajax,5,P,1,,1,,NF,571,,1401,,,NA,3,2014-01,2014
29094,SN571GN16,18-01-14,B,16,4,4,0,Lauren,NPY,-28.91795,151.5757,Aide,5,P,2,,1,,NF,571,,1401,,,NA,3,2014-01,2014
29096,SN571GN16,18-01-14,B,16,4,4,0,Sadie,SPY,-28.91775,151.57565,Aide,4,P,2,,1,,NF,571,,1401,,,NA,3,2014-01,2014
29099,SN571GN17,18-01-14,J,17,3,3,0,Bubbles,SF,-28.917,151.5746667,Delilah,6,P,0,,1,,NF,571,,1401,,,NA,3,2014-01,2014
29102,SN571GN18,18-01-14,J,18,12,7,5,Firefly,NPY,-28.91675,151.5742,Lottie,2,P,3,,1,,NF,571,,1401,,,NA,12,2014-01,2014
29103,SN571GN18,18-01-14,J,18,12,7,5,Therese,SF,-28.91665,151.57415,Firefly,2,P,3,,1,,NF,571,,1401,,,NA,12,2014-01,2014
29105,SN571GN18,18-01-14,J,18,12,7,5,Alison,YAF,-28.916683,151.5740833,Lottie,7,P,0,,1,,NF,571,,1401,,,NA,12,2014-01,2014
29109,SN571GN18,18-01-14,J,18,12,7,5,Chips,Male,-28.916567,151.57385,Dil,4,P,2,,1,,NF,571,,1401,,,NA,12,2014-01,2014
29112,SN571GN19,18-01-14,J,19,8,8,0,Fiona,SF,-28.917583,151.5738167,Sunbeam,2,P,2,,1,,NF,571,,1401,,,NA,8,2014-01,2014
