,uniquegroup,Date,Field,GroupNumber,TotalGroupSize,NoFemales,NoMales,Name,ReproStatus,Latitude,Longitude,NNID,NNDistance,GroupPosition,Density,Photo,QualityOfData,Nursing.,Initials,SurveyNumber,ExtraNotes,SurveyMonth,YAF.added.,Raw.Lat,Raw.Long,GroupSize,Month,Year
53618,SN900GN13,15-12-15,I,13,10,7,3,Francis,YAF/SPY,-28.92055,151.57345,Lauren,5,P,1,,1,,,900,,1512,,,NA,8,2015-12,2015
53619,SN900GN13,15-12-15,I,13,10,7,3,Lauren,YAF/SPY,-28.9206,151.5734333,Francis,4,P,1,,1,,,900,,1512,,,NA,8,2015-12,2015
53621,SN900GN13,15-12-15,O sal,13,10,7,3,Barney,Male,-28.92065,151.5735833,Milo,1,P,4,,1,,,900,,1512,,,NA,8,2015-12,2015
53623,SN900GN13,15-12-15,O sal,13,10,7,3,Michelle,YAF/SPY,-28.92066667,151.5736167,Alex,1,P,4,,1,,,900,,1512,,,NA,8,2015-12,2015
53625,SN900GN15,15-12-15,I,15,1,1,0,Longnose,YAF,-28.92045,151.5731833,,,,0,,1,,,900,,1512,,,NA,1,2015-12,2015
53626,SN900GN16,15-12-15,O,16,3,2,1,Genevieve,SPY,-28.92113333,151.57345,Greg,2,P,1,,1,,,900,,1512,,,NA,3,2015-12,2015
53631,SN900GN18,15-12-15,O,18,8,6,2,Beans,YAF/SPY,-28.92171667,151.5737833,Rita,8,P,0,,1,,,900,,1512,,,NA,8,2015-12,2015
53633,SN900GN18,15-12-15,O,18,8,6,2,Star,YAF/SPY,-28.9218,151.5738333,Lorna,7,P,0,,1,,,900,,1512,,,NA,8,2015-12,2015
53643,SN900GN20,15-12-15,N,20,2,1,1,Gina,NPY,-28.921,151.5715167,Blip,15,P,0,,1,,,900,,1512,,,NA,2,2015-12,2015
53645,SN900GN22,15-12-15,N,22,4,4,0,Pearl,NPY,-28.92056667,151.5714833,Vanessa,8,P,0,,1,,,900,,1512,,,NA,4,2015-12,2015
53649,SN900GN23,15-12-15,N,23,1,1,0,Brigit,YAF/SPY,-28.92066667,151.571,,,,0,,1,,,900,,1512,,,NA,1,2015-12,2015
53655,SN900GN27,15-12-15,A,27,1,1,0,Nancy,LPY,-28.9184,151.57615,,,,0,,1,,,900,,1512,,,NA,1,2015-12,2015
53656,SN900GN28,15-12-15,A,28,1,1,0,Bubbles,YAF/SPY,-28.91845,151.5759667,,,,0,,1,,,900,,1512,,,NA,1,2015-12,2015
53658,SN900GN29,15-12-15,B,29,3,3,0,Naomi,LPY,-28.91803333,151.5761333,Natasha,6,P,0,,1,,,900,,1512,,,NA,3,2015-12,2015
53659,SN900GN29,15-12-15,B,29,3,3,0,Stripes,YAF,-28.91796667,151.57605,Naomi,7,P,0,,1,,,900,,1512,,,NA,3,2015-12,2015
53661,SN900GN3,15-12-15,G,3,3,2,1,Blondie,SPY,-28.91581667,151.5774333,Paulie,7,P,0,,1,,,900,,1512,,,NA,3,2015-12,2015
53664,SN900GN31,15-12-15,B,31,1,1,0,Maude,YAF,-28.91781667,151.5767333,,,,0,Loop,1,,,900,,1512,,,NA,1,2015-12,2015
53665,SN900GN32,15-12-15,D,32,2,2,0,Ditto,YAF/SPY,-28.91923333,151.5779833,Ansett,10,P,0,,1,,,900,,1512,,,NA,2,2015-12,2015
53668,SN900GN34,15-12-15,D,34,14,11,3,Nacho,MPY,-28.91898333,151.57815,Qantas,4,P,1,,1,,,900,,1512,,,NA,14,2015-12,2015
53669,SN900GN34,15-12-15,D,34,14,11,3,Qantas,LPY,-28.91901667,151.5781833,Nacho,4,P,1,,1,,,900,,1512,,,NA,14,2015-12,2015
53670,SN900GN34,15-12-15,D,34,14,11,3,Rudolph,Male,-28.91906667,151.5782833,Justin,3,P,4,,1,,,900,,1512,,,NA,14,2015-12,2015
53672,SN900GN34,15-12-15,D,34,14,11,3,Dash,YAF,-28.91901667,151.5783,Chad,2,P,4,,1,,,900,,1512,,,NA,14,2015-12,2015
53673,SN900GN34,15-12-15,D,34,14,11,3,Chad,Male,-28.919,151.57835,Dash,2,P,4,,1,,,900,,1512,,,NA,14,2015-12,2015
53674,SN900GN34,15-12-15,D,34,14,11,3,Amanda,YAF/SPY,-28.91906667,151.5783167,Chad,3,P,3,,1,,,900,,1512,,,NA,14,2015-12,2015
53675,SN900GN34,15-12-15,D,34,14,11,3,Julia,LPY,-28.919,151.5784,Amanda,9,P,0,,1,,,900,,1512,,,NA,14,2015-12,2015
53677,SN900GN34,15-12-15,D,34,14,11,3,Celine,YAF,-28.9189,151.5785167,Josie,5,P,1,,1,,,900,,1512,,,NA,14,2015-12,2015
53680,SN900GN34,15-12-15,D,34,14,11,3,Helen,YAF,-28.91885,151.5783167,Dorothy,4,P,1,,1,,,900,,1512,,,NA,14,2015-12,2015
53683,SN900GN35,15-12-15,D,35,5,5,0,Abigail,SPY,-28.9188,151.5786667,Celandine,2,P,1,,1,,,900,,1512,,,NA,5,2015-12,2015
53684,SN900GN35,15-12-15,D,35,5,5,0,Domino,LPY,-28.91873333,151.5787833,Jamie,4,P,1,,1,,,900,,1512,,,NA,5,2015-12,2015
53685,SN900GN35,15-12-15,D,35,5,5,0,Daniela,YAF,-28.91873333,151.5786167,Celandine,6,P,0,,1,,,900,,1512,,,NA,5,2015-12,2015
53686,SN900GN35,15-12-15,D,35,5,5,0,Jacquei,SPY,-28.91865,151.5787333,Jamie,2,P,1,,1,,,900,,1512,,,NA,5,2015-12,2015
53688,SN900GN36,15-12-15,D,36,2,2,0,Zaza,YAF,-28.91876667,151.5789667,Robin,12,P,0,,1,,,900,,1512,,,NA,2,2015-12,2015
53689,SN900GN37,15-12-15,D,37,2,1,1,Shaddow,YAF,-28.91885,151.5793667,Sherlock,4,P,1,,1,,,900,,1512,,,NA,2,2015-12,2015
53691,SN900GN4,15-12-15,B,4,1,1,0,Fiona,NPY,-28.91793333,151.577,,,,0,,1,,,900,,1512,,,NA,1,2015-12,2015
53692,SN900GN5,15-12-15,B,5,1,1,0,Ester,YAF,-28.91818333,151.5771667,,,,0,,1,,,900,,1512,,,NA,1,2015-12,2015
53695,SN900GN8,15-12-15,J,8,6,5,1,Milo,SPY,-28.9173,151.5752667,Fran,3,P,2,,1,,,900,,1512,,,NA,6,2015-12,2015
53699,SN900GN8,15-12-15,J,8,6,5,1,Therese,NPY,-28.91718333,151.57525,Edward,5,P,1,,1,,,900,,1512,,,NA,6,2015-12,2015
53701,SN900GN9,15-12-15,K,9,5,4,1,Nina,MPY,-28.9181,151.5736167,Nori,8,P,0,,1,,,900,,1512,,,NA,5,2015-12,2015
53705,SN900GN9,15-12-15,K,9,5,4,1,Cyclops,Male,-28.9184,151.5736333,Delilah,6,P,0,,1,,,900,,1512,,,NA,5,2015-12,2015
53707,SN901GN10,16-12-15,E,10,1,1,0,Shaddow,YAF,-28.91951667,151.5795833,,,,0,,1,,,901,,1512,,,NA,1,2015-12,2015
53713,SN901GN16,16-12-15,A,16,2,2,0,Ditto,YAF/SPY,-28.91838333,151.5771333,Rudolph,3,P,2,,1,,,901,,1512,,,NA,1,2015-12,2015
53714,SN901GN17,16-12-15,B,17,2,2,0,Stripes,YAF,-28.91858333,151.5767,Hazel,5,P,1,,1,,,901,,1512,,,NA,2,2015-12,2015
53715,SN901GN17,16-12-15,B,17,2,2,0,Hazel,YAF/SPY,-28.91853333,151.5766833,Blondie,5,P,1,,1,,,901,,1512,,,NA,2,2015-12,2015
53717,SN901GN18,16-12-15,A,18,3,3,0,Bene,YAF,-28.9188,151.5764333,Harmony,5,P,1,,1,,,901,,1512,,,NA,3,2015-12,2015
53718,SN901GN18,16-12-15,A,18,3,3,0,Blondie,SPY,-28.91881667,151.5765167,Bene,6,P,0,,1,,,901,,1512,,,NA,3,2015-12,2015
53719,SN901GN19,16-12-15,A,19,3,3,0,Daniela,YAF,-28.91891667,151.5767333,Amanda,4,P,1,,1,,,901,,1512,,,NA,3,2015-12,2015
53720,SN901GN19,16-12-15,A,19,3,3,0,Amanda,YAF/SPY,-28.91896667,151.5767833,Quill,3,P,2,,1,,,901,,1512,,,NA,3,2015-12,2015
53724,SN901GN2,16-12-15,D,2,7,3,4,Chad,Male,-28.9188,151.5773667,Dash,2,P,2,,1,,,901,,1512,,,NA,7,2015-12,2015
53725,SN901GN2,16-12-15,D,2,7,3,4,Dash,YAF,-28.91876667,151.57735,Chad,2,P,2,,1,,,901,,1512,,,NA,7,2015-12,2015
53726,SN901GN2,16-12-15,D,2,7,3,4,Rudolph,Male,-28.91873333,151.5774,Dash,3,P,2,,1,,,901,,1512,,,NA,7,2015-12,2015
53727,SN901GN2,16-12-15,D,2,7,3,4,Daring,Male,-28.91866667,151.5774167,Josie,4,P,1,,1,,,901,,1512,,,NA,7,2015-12,2015
53729,SN901GN20,16-12-15,A,20,7,3,4,Regan,Male,-28.91876667,151.5771333,Justin,2,P,2,Loop,1,,,901,,1512,,,NA,1,2015-12,2015
53733,SN901GN24,16-12-15,I,24,12,11,1,Francis,YAF/SPY,-28.92013333,151.5739833,Fiona,6,P,0,,1,,,901,,1512,,,NA,12,2015-12,2015
53734,SN901GN24,16-12-15,I,24,12,11,1,Fiona,NPY,-28.9201,151.5739667,Francis,6,P,0,,1,,,901,,1512,,,NA,12,2015-12,2015
53735,SN901GN24,16-12-15,I,24,12,11,1,Lauren,YAF/SPY,-28.92023333,151.5739667,Francis,12,P,0,,1,,,901,,1512,,,NA,12,2015-12,2015
53738,SN901GN24,16-12-15,I,24,12,11,1,Longnose,YAF,-28.92006667,151.57375,Opal,4,P,1,,1,,,901,,1512,,,NA,12,2015-12,2015
53739,SN901GN24,16-12-15,I,24,12,11,1,Opal,YAF/SPY,-28.92001667,151.5737167,Longnose,4,P,1,,1,,,901,,1512,,,NA,12,2015-12,2015
53741,SN901GN24,16-12-15,I,24,12,11,1,Tim,Male,-28.9199,151.5737,Bubbles,3,P,2,,1,,,901,,1512,,,NA,12,2015-12,2015
53742,SN901GN24,16-12-15,I,24,12,11,1,Bubbles,YAF/SPY,-28.91986667,151.5737333,Tim,3,P,1,,1,,,901,,1512,,,NA,12,2015-12,2015
53745,SN901GN25,16-12-15,I,25,1,1,0,Star,YAF/SPY,-28.91988333,151.5740333,,,,0,,1,,,901,,1512,,,NA,1,2015-12,2015
53748,SN901GN27,16-12-15,I sal,27,7,4,3,Louis,Male,-28.92061667,151.5735667,Themeda,1,P,4,,1,,,901,,1512,,,NA,7,2015-12,2015
53749,SN901GN27,16-12-15,O sal,27,7,4,3,Themeda,YAF,-28.92061667,151.5735833,Louis,1,P,4,,1,,,901,,1512,,,NA,7,2015-12,2015
53751,SN901GN27,16-12-15,O sal,27,7,4,3,Beans,YAF/SPY,-28.92065,151.5736167,Jayjay,1,P,4,,1,,,901,,1512,,,NA,7,2015-12,2015
53752,SN901GN27,16-12-15,O sal,27,7,4,3,Twinkie,Male,-28.92073333,151.5735,Argyle,6,P,0,,1,,,901,,1512,,,NA,7,2015-12,2015
53756,SN901GN3,16-12-15,F,3,1,1,0,Helen,YAF,-28.91843333,151.57745,,,,0,,1,,,901,,1512,,,NA,1,2015-12,2015
53757,SN901GN30,16-12-15,I sal,30,1,1,0,Pearl,NPY,-28.92101667,151.5728,,,,0,,1,,,901,,1512,,,NA,1,2015-12,2015
53760,SN901GN33,16-12-15,N,33,5,4,1,Brie,YAF,-28.92048333,151.5715667,Wired,5,P,1,,1,,,901,,1512,,,NA,5,2015-12,2015
53765,SN901GN34,16-12-15,N,34,1,1,0,Brigit,YAF/SPY,-28.92028333,151.5709,,,,0,,1,,,901,,1512,,,NA,1,2015-12,2015
53768,SN901GN36,16-12-15,N,36,1,0,1,Chips,Male,-28.92001667,151.5710833,,,,0,,1,,,901,,1512,,,NA,1,2015-12,2015
53776,SN901GN4,16-12-15,D,4,7,7,0,Zaza,YAF,-28.91873333,151.5777,Celandine,5,P,1,Where is yaf,1,,,901,,1512,,,NA,7,2015-12,2015
53778,SN901GN4,16-12-15,D,4,7,7,0,Jacquei,SPY,-28.91881667,151.5777167,Evie,2,C,1,,1,,,901,,1512,,,NA,7,2015-12,2015
53779,SN901GN4,16-12-15,D,4,7,7,0,Domino,LPY,-28.91885,151.5776833,Jamie,5,P,1,,1,,,901,,1512,,,NA,7,2015-12,2015
53782,SN901GN40,16-12-15,B,40,3,2,1,Enid,YAF,-28.91778333,151.5761833,Ella,3,P,1,,1,,,901,,1512,,,NA,3,2015-12,2015
53785,SN901GN41,16-12-15,B,41,1,1,0,Sally,LPY,-28.9178,151.5766833,,,,0,Loop,1,,,901,,1512,,,NA,1,2015-12,2015
53786,SN901GN42,16-12-15,B,42,1,1,0,Candice,YAF,-28.91798333,151.5766,,,,0,Loop,1,,,901,,1512,,,NA,1,2015-12,2015
53787,SN901GN43,16-12-15,B,43,4,2,2,Brain,Male,-28.91763333,151.5768667,Cloud,3,P,2,,1,,,901,,1512,,,NA,4,2015-12,2015
53789,SN901GN43,16-12-15,B,43,4,2,2,Nikki,LPY,-28.91753333,151.5769333,Basil,2,P,2,,1,,,901,,1512,,,NA,4,2015-12,2015
53790,SN901GN43,16-12-15,B,43,4,2,2,Maude,YAF,-28.91753333,151.57685,Nikki,4,P,1,Loop,1,,,901,,1512,,,NA,4,2015-12,2015
53791,SN901GN44,16-12-15,B,44,2,1,1,Trevor,Male,-28.91831667,151.5767667,Cashew,3,P,1,Loop,1,,,901,,1512,,,NA,2,2015-12,2015
53792,SN901GN44,16-12-15,B,44,2,1,1,Cashew,LPY,-28.91838333,151.57675,Trevor,3,P,1,Loop,1,,,901,,1512,,,NA,2,2015-12,2015
53799,SN901GN7,16-12-15,D,7,2,1,1,Celine,YAF,-28.91868333,151.5789333,Elder,9,P,0,,1,,,901,,1512,,,NA,2,2015-12,2015
53802,SN902GN1,17-12-15,O,1,3,2,1,Lauren,YAF/SPY,-28.92108333,151.5734667,Genevieve,13,P,1,,1,,,902,,1512,,,NA,3,2015-12,2015
53803,SN902GN1,17-12-15,O,1,3,2,1,Genevieve,SPY,-28.92108333,151.5734667,Doodle,9,P,1,,1,,,902,,1512,,,NA,3,2015-12,2015
53804,SN902GN1,17-12-15,O,1,3,2,1,Doodle,Male,-28.92118333,151.5735833,Genevieve,9,P,0,,1,,,902,,1512,,,NA,3,2015-12,2015
53806,SN902GN10,17-12-15,K,10,6,2,4,Chips,Male,-28.91766667,151.5726167,Peto,6,P,0,,1,,,902,,1512,,,NA,6,2015-12,2015
53808,SN902GN10,17-12-15,K,10,6,2,4,Barney,Male,-28.91756667,151.5724333,Gareth,5,P,1,,1,,,902,,1512,,,NA,6,2015-12,2015
53811,SN902GN11,17-12-15,J,11,1,1,0,Nina,MPY,-28.91791667,151.5745,,,,0,,1,,,902,,1512,,,NA,1,2015-12,2015
53814,SN902GN14,17-12-15,J,14,1,1,0,Sadie,YAF/SPY,-28.91658333,151.5758333,,,,0,,1,,,902,,1512,,,NA,1,2015-12,2015
53815,SN902GN15,17-12-15,J,15,7,6,1,Fiona,NPY,-28.9168,151.5760333,Xavier,2,P,1,,1,,,902,,1512,,,NA,7,2015-12,2015
53819,SN902GN15,17-12-15,J,15,7,6,1,Stripes,YAF,-28.91683333,151.5757,Pickles,7,P,0,Lay,1,,,902,,1512,,,NA,7,2015-12,2015
53821,SN902GN15,17-12-15,J,15,7,6,1,Milo,NPY,-28.9168,151.57565,Fran,2,P,1,,1,,,902,,1512,,,NA,7,2015-12,2015
53825,SN902GN18,17-12-15,J,18,4,4,0,Bubbles,YAF/SPY,-28.91755,151.5758667,Aide,9,P,0,,1,,,902,,1512,,,NA,4,2015-12,2015
53826,SN902GN18,17-12-15,J,18,4,4,0,Nancy,LPY,-28.9175,151.57595,Natasha,3,P,2,,1,,,902,,1512,,,NA,4,2015-12,2015
53828,SN902GN18,17-12-15,J,18,4,4,0,Blondie,SPY,-28.91741667,151.5759333,Natasha,3,P,2,,1,,,902,,1512,,,NA,4,2015-12,2015
53833,SN902GN19,17-12-15,B,19,5,4,1,Beans,YAF/SPY,-28.91795,151.5755167,Eucalypt,4,P,1,,1,,,902,,1512,,,NA,5,2015-12,2015
53835,SN902GN2,17-12-15,O,2,11,8,3,Francis,YAF/SPY,-28.92135,151.5735333,Greg,2,C,3,,1,,,902,,1512,,,NA,11,2015-12,2015
53841,SN902GN2,17-12-15,O,2,11,8,3,Chilli,YAF,-28.92166667,151.5736667,Lorna,5,P,1,,2,,,902,,1512,,,NA,11,2015-12,2015
53845,SN902GN20,17-12-15,B,20,2,2,0,Enid,YAF,-28.91791667,151.5758833,Bubbles,6,P,0,,1,,,902,,1512,,,NA,1,2015-12,2015
53848,SN902GN22,17-12-15,A,22,1,1,0,Bene,YAF,-28.91816667,151.5761333,,,,0,,1,,,902,,1512,,,NA,1,2015-12,2015
53849,SN902GN23,17-12-15,A,23,1,1,0,Star,YAF/SPY,-28.91836667,151.5760833,,,,0,,1,,,902,,1512,,,NA,1,2015-12,2015
53850,SN902GN24,17-12-15,D,24,1,1,0,Domino,LPY,-28.91966667,151.57775,,,,0,,1,,,902,,1512,,,NA,1,2015-12,2015
53852,SN902GN26,17-12-15,D,26,3,3,0,Hazel,YAF/SPY,-28.91948333,151.57805,Abigail,3,P,2,Where is yaf,1,,,902,,1512,,,NA,3,2015-12,2015
53853,SN902GN26,17-12-15,D,26,3,3,0,Abigail,SPY,-28.91946667,151.578,Hazel,3,P,2,,1,,,902,,1512,,,NA,3,2015-12,2015
53854,SN902GN26,17-12-15,D,26,3,3,0,Nacho,MPY,-28.91943333,151.5780833,Hazel,4,P,2,,1,,,902,,1512,,,NA,3,2015-12,2015
53855,SN902GN27,17-12-15,D,27,3,3,0,Amanda,YAF/SPY,-28.91905,151.5783667,Julia,3,P,1,,1,,,902,,1512,,,NA,3,2015-12,2015
53856,SN902GN27,17-12-15,D,27,3,3,0,Julia,LPY,-28.91905,151.5783667,Amanda,3,P,1,,1,,,902,,1512,,,NA,3,2015-12,2015
53857,SN902GN27,17-12-15,D,27,3,3,0,Zaza,YAF,-28.91905,151.5784833,Julia,7,P,0,,1,,,902,,1512,,,NA,3,2015-12,2015
53859,SN902GN29,17-12-15,E,29,2,2,0,Celine,YAF,-28.91946667,151.5793833,Celandine,13,P,0,,1,,,902,,1512,,,NA,2,2015-12,2015
53861,SN902GN3,17-12-15,O sal,3,2,2,0,Coffee,LPY,-28.92066667,151.5736167,Genevieve,2,P,0,,1,,,902,,1512,,,NA,1,2015-12,2015
53862,SN902GN30,17-12-15,E,30,6,4,2,Helen,YAF,-28.91965,151.57895,Chad,1,P,1,,1,,,902,,1512,,,NA,6,2015-12,2015
53863,SN902GN30,17-12-15,E,30,6,4,2,Chad,Male,-28.91966667,151.57895,Helen,1,P,1,,1,,,902,,1512,,,NA,6,2015-12,2015
53866,SN902GN30,17-12-15,E,30,6,4,2,Trevor,Male,-28.91975,151.5790333,Hope,3,P,1,,1,,,902,,1512,,,NA,6,2015-12,2015
53870,SN902GN33,17-12-15,C,33,1,1,0,Shaddow,YAF,-28.91916667,151.5812167,,,,0,,1,,,902,,1512,,,NA,1,2015-12,2015
53872,SN902GN34,17-12-15,M,34,6,5,1,Daring,Male,-28.91643333,151.5786667,Josie,5,P,1,,1,,,902,,1512,,,NA,6,2015-12,2015
53875,SN902GN34,17-12-15,M,34,6,5,1,Dash,YAF,-28.91625,151.5620167,Jacquei,3,P,2,,1,,,902,,1512,,,NA,6,2015-12,2015
53876,SN902GN34,17-12-15,M,34,6,5,1,Jacquei,SPY,-28.91621667,151.5786667,Dash,3,P,1,,1,,,902,,1512,,,NA,6,2015-12,2015
53877,SN902GN35,17-12-15,M,35,2,1,1,Regan,Male,-28.91605,151.5789,Jamie,8,P,0,,1,,,902,,1512,,,NA,2,2015-12,2015
53879,SN902GN36,17-12-15,M,36,3,3,0,Cashew,LPY,-28.91628333,151.5792333,Quill,9,P,0,,1,,,902,,1512,,,NA,3,2015-12,2015
53883,SN902GN38,17-12-15,M,38,3,3,0,Candice,YAF/SPY,-28.91596667,151.5788833,Cloud,3,P,2,,1,,,902,,1512,,,NA,1,2015-12,2015
53885,SN902GN39,17-12-15,G,39,9,6,3,Nikki,LPY,-28.9157,151.57785,Ansett,7,P,0,,1,,,902,,1512,,,NA,9,2015-12,2015
53888,SN902GN39,17-12-15,G,39,9,6,3,Twinkie,Male,-28.91583333,151.5779167,Odette,4,P,1,,1,,,902,,1512,,,NA,9,2015-12,2015
53889,SN902GN39,17-12-15,G,39,9,6,3,Brain,Male,-28.91576667,151.5780833,Odette,13,P,0,,1,,,902,,1512,,,NA,9,2015-12,2015
53890,SN902GN39,17-12-15,G,39,9,6,3,Tim,Male,-28.91581667,151.5778167,Twinkie,11,P,0,,1,,,902,,1512,,,NA,9,2015-12,2015
53893,SN902GN4,17-12-15,I,4,1,1,0,Themeda,YAF,-28.92021667,151.5729,,,,0,,1,,,902,,1512,,,NA,1,2015-12,2015
53894,SN902GN40,17-12-15,G,40,2,2,0,Ester,YAF,-28.91668333,151.5778833,Hope,3,P,1,,1,,,902,,1512,,,NA,1,2015-12,2015
53895,SN902GN5,17-12-15,O,5,2,1,1,Opal,YAF/SPY,-28.92126667,151.5729167,Greg,4,P,1,,1,,,902,,1512,,,NA,1,2015-12,2015
53898,SN902GN6,17-12-15,N,6,3,3,0,Pearl,NPY,-28.92098333,151.5722167,Ruby,8,P,0,,1,,,902,,1512,,,NA,3,2015-12,2015
53902,SN902GN8,17-12-15,N,8,4,3,1,Gina,NPY,-28.92075,151.5708,Blip,11,P,0,,1,,,902,,1512,,,NA,4,2015-12,2015
53904,SN902GN9,17-12-15,K,9,3,2,1,Penny,LPY,-28.91823333,151.5730167,Ukn,8,P,0,Group hopped away,4,,,902,,1512,,,NA,1,2015-12,2015
53908,SN903GN10,18-12-15,A,10,2,2,0,Abigail,SPY,-28.91856667,151.5770333,Hazel,3,P,1,,1,,,903,,1512,,,NA,2,2015-12,2015
53909,SN903GN10,18-12-15,A,10,2,2,0,Hazel,YAF/SPY,-28.91861667,151.5770333,Abigail,3,P,1,,1,,,903,,1512,,,NA,2,2015-12,2015
53910,SN903GN11,18-12-15,A,11,4,1,3,Helen,YAF,-28.91843333,151.5772333,Chad,2,P,1,,1,,,903,,1512,,,NA,4,2015-12,2015
53911,SN903GN11,18-12-15,A,11,4,1,3,Chad,Male,-28.91846667,151.5772833,Helen,2,P,1,,1,,,903,,1512,,,NA,4,2015-12,2015
53913,SN903GN11,18-12-15,A,11,4,1,3,Brain,Male,-28.91831667,151.5772833,Justin,6,P,0,,1,,,903,,1512,,,NA,4,2015-12,2015
53914,SN903GN12,18-12-15,F,12,2,1,1,Cashew,LPY,-28.9182,151.5777333,Basil,7,P,0,,1,,,903,,1512,,,NA,2,2015-12,2015
53917,SN903GN14,18-12-15,A,14,1,1,0,Daniela,YAF,-28.91875,151.5766833,,,,0,,1,,,903,,1512,,,NA,1,2015-12,2015
53918,SN903GN15,18-12-15,I,15,1,1,0,Longnose,YAF,-28.91985,151.575,,,,0,,1,,,903,,1512,,,NA,1,2015-12,2015
53922,SN903GN19,18-12-15,I f,19,1,1,0,Maude,YAF,-28.91946667,151.57515,,,,0,,1,,,903,,1512,,,NA,1,2015-12,2015
53923,SN903GN2,18-12-15,D,2,1,1,0,Julia,LPY,-28.91825,151.5792667,,,,0,,1,,,903,,1512,,,NA,1,2015-12,2015
53924,SN903GN20,18-12-15,I,20,1,1,0,Nina,MPY,-28.91956667,151.5734833,,,,0,,1,,,903,,1512,,,NA,1,2015-12,2015
53925,SN903GN21,18-12-15,I,21,2,1,1,Sadie,YAF/SPY,-28.9201,151.5732667,2098,2,P,1,,1,,,903,,1512,,,NA,2,2015-12,2015
53929,SN903GN23,18-12-15,I sal,23,1,1,0,Syrup,NPY,-28.92096667,151.5728667,,,,0,,1,,,903,,1512,,,NA,1,2015-12,2015
53934,SN903GN26,18-12-15,O,26,2,2,0,Lauren,YAF/SPY,-28.92093333,151.5735833,,,,0,,1,,,903,,1512,,,NA,2,2015-12,2015
53937,SN903GN28,18-12-15,N,28,1,1,0,Beans,YAF/SPY,-28.92086667,151.5719833,,,,0,,1,,,903,,1512,,,NA,1,2015-12,2015
53938,SN903GN29,18-12-15,N,29,1,1,0,Gina,NPY,-28.92031667,151.5711833,,,,0,,1,,,903,,1512,,,NA,1,2015-12,2015
53943,SN903GN30,18-12-15,N,30,4,2,2,Themeda,YAF,-28.91998333,151.5709333,Cornflower,12,P,0,,1,,,903,,1512,,,NA,4,2015-12,2015
53944,SN903GN31,18-12-15,N,31,5,4,1,Brigit,YAF/SPY,-28.92018333,151.5707167,Blip,9,P,0,,1,,,903,,1512,,,NA,5,2015-12,2015
53947,SN903GN31,18-12-15,N,31,5,4,1,Pearl,NPY,-28.92038333,151.5709,Carmen,8,P,0,,1,,,903,,1512,,,NA,5,2015-12,2015
53949,SN903GN32,18-12-15,N,32,2,2,0,Opal,YAF/SPY,-28.91996667,151.57155,Cornflower,5,P,1,,1,,,903,,1512,,,NA,1,2015-12,2015
53950,SN903GN33,18-12-15,N,33,1,1,0,Brie,YAF,-28.91971667,151.5714833,Brandon,7,P,0,,1,,,903,,1512,,,NA,1,2015-12,2015
53951,SN903GN4,18-12-15,C,4,1,1,0,Shaddow,YAF,-28.91848333,151.58065,,,,0,,1,,,903,,1512,,,NA,1,2015-12,2015
53955,SN903GN8,18-12-15,D,8,3,3,0,Nacho,MPY,-28.9187,151.5780833,Domino,5,P,1,,1,,,903,,1512,,,NA,3,2015-12,2015
53956,SN903GN8,18-12-15,D,8,3,3,0,Domino,LPY,-28.91871667,151.5780167,Nacho,5,P,1,,1,,,903,,1512,,,NA,3,2015-12,2015
53957,SN903GN8,18-12-15,D,8,3,3,0,Amanda,YAF/SPY,-28.91878333,151.578,Domino,6,P,0,,1,,,903,,1512,,,NA,3,2015-12,2015
53958,SN903GN9,18-12-15,D,9,2,2,0,Zaza,YAF,-28.91875,151.5778333,Qantas,12,P,0,,1,,,903,,1512,,,NA,2,2015-12,2015
53959,SN903GN9,18-12-15,D,9,2,2,0,Qantas,LPY,-28.9188,151.5777333,Zaza,12,P,0,,1,,,903,,1512,,,NA,2,2015-12,2015
53960,SN904GN14,13-01-16,N,14,8,8,0,Gina,NPY,-28.92008333,151.571,Carmen,2,P,2,,3,,,904,,1601,,,NA,4,2016-01,2016
53963,SN904GN14,13-01-16,N,14,8,8,0,Brie,YAF/SPY,-28.91995,151.5709167,Mulga,6,P,0,,3,,,904,,1601,,,NA,4,2016-01,2016
53965,SN904GN16,13-01-16,I,16,3,3,0,Stripes,YAF/SPY,-28.91975,151.5743167,Lottie,3,P,1,,1,,,904,,1601,,,NA,3,2016-01,2016
53967,SN904GN16,13-01-16,I,16,3,3,0,Themeda,YAF/SPY,-28.91963333,151.5742,Lottie,5,P,1,,1,,,904,,1601,,,NA,3,2016-01,2016
53968,SN904GN17,13-01-16,I,17,1,1,0,Longnose,YAF/SPY,-28.91945,151.5745167,,,,0,,1,,,904,,1601,,,NA,1,2016-01,2016
53969,SN904GN18,13-01-16,I,18,1,1,0,Star,YAF/SPY,-28.91966667,151.5746667,,,,0,,1,,,904,,1601,,,NA,1,2016-01,2016
53970,SN904GN19,13-01-16,H,19,1,1,0,Chilli,YAF,-28.9199,151.5752667,,,,0,,1,,,904,,1601,,,NA,1,2016-01,2016
53976,SN904GN22,13-01-16,D,22,2,1,1,Ditto,MPY,-28.91923333,151.5783,David,7,P,0,,1,,,904,,1601,,,NA,2,2016-01,2016
53977,SN904GN23,13-01-16,D,23,1,1,0,Qantas,YAF/SPY,-28.91886667,151.5777167,,,,0,,1,,,904,,1601,,,NA,1,2016-01,2016
