"","Ecoli.cutoff","Host.cutoff","index","Coef.Parameter","Coef.Estimate","Coef.Year.2015.Parameter","Coef.Year.2015.Estimate","Coef.betweeness.Parameter","Coef.betweeness.Estimate","Coef.betweeness.Year.2015.Parameter","Coef.betweeness.Year.2015.Estimate","Coef.eigencent.Parameter","Coef.eigencent.Estimate","Coef.eigencent.Year.2015.Parameter","Coef.eigencent.Year.2015.Estimate","Coef.degree.Year.2015.Parameter","Coef.degree.Year.2015.Estimate"
"1","0.9",0.136363636363636,"HWI","Ecoli.degree",1.29065006227752,"Year.2015",-2.21296555047058,"Ecoli.betweenness",4.55990448316552,"Ecoli.betweenness*Year.2015",-4.40600810544249,"Ecoli.evcent",0.0124840839083977,"Year.2015",-0.00275567994770312,"Ecoli.degree*Year.2015",-1.33021046485205
"2","0.94",0.0454545454545455,"SRI","Ecoli.degree",2.36932172144592,"Year.2015",-1.28377522056424,"Ecoli.betweenness",80.3837611272665,"Ecoli.betweenness*Year.2015",-76.6627178206152,"Ecoli.evcent",0.0118125381258305,"Year.2015",-0.021946616487367,"Ecoli.degree*Year.2015",-2.21263714902428
"3","0.94",0.104545454545455,"HWI","Ecoli.degree",2.15511183558048,"Year.2015",-1.93301680088642,"Ecoli.betweenness",167.10526180617,"Ecoli.betweenness*Year.2015",-165.0709904229,"Ecoli.evcent",0.0102562404135212,"Year.2015",-0.0152280899852236,"Ecoli.degree*Year.2015",-2.08277965188141
"4","0.94",0.0651515151515152,"SRI","Ecoli.degree",1.46771507191109,"Year.2015",-2.38212438305722,"Ecoli.betweenness",35.1021211841669,"Ecoli.betweenness*Year.2015",-35.4082637691102,"Ecoli.evcent",0.012361776398422,"Year.2015",-0.00953027125522106,"Ecoli.degree*Year.2015",-1.42508273520302
"5","0.94",0.118181818181818,"SRI","Ecoli.degree",0.471904082704285,"Year.2015",-1.10421946719215,"Ecoli.betweenness",9.19147209328818,"Ecoli.betweenness*Year.2015",-9.17499049954463,"Ecoli.evcent",0.0157594186539359,"Year.2015",-0.0624378759869082,"Ecoli.degree*Year.2015",-0.490095809381996
"6","0.9",0.0681818181818182,"HWI","Ecoli.degree",1.33383945782467,"Year.2015",0.656615391784154,"Ecoli.betweenness",17.2767408795854,"Ecoli.betweenness*Year.2015",-15.7660496010461,"Ecoli.evcent",0.0112567579344457,"Year.2015",-0.0403366733469898,"Ecoli.degree*Year.2015",-2.07946424516593
"7","0.94",0.13030303030303,"SRI","Ecoli.degree",0.571729132396311,"Year.2015",-0.732084440613653,"Ecoli.betweenness",8.36808112105788,"Ecoli.betweenness*Year.2015",-8.35159952731433,"Ecoli.evcent",0.0268408343814861,"Year.2015",-0.055166078931178,"Ecoli.degree*Year.2015",-0.608838756027533
"8","0.94",0.0863636363636364,"HWI","Ecoli.degree",2.33017697085649,"Year.2015",-1.36188643004694,"Ecoli.betweenness",144.887686000283,"Ecoli.betweenness*Year.2015",-137.921554423997,"Ecoli.evcent",0.00933025635761541,"Year.2015",-0.0260482466143812,"Ecoli.degree*Year.2015",-2.1573512073702
"9","0.9",0.0606060606060606,"HWI","Ecoli.degree",1.40713620007396,"Year.2015",1.14766325197131,"Ecoli.betweenness",16.5526843309919,"Ecoli.betweenness*Year.2015",-11.8298989628273,"Ecoli.evcent",0.0109242781850495,"Year.2015",-0.0406836690066077,"Ecoli.degree*Year.2015",-1.96541590928091
"10","0.9",0.0787878787878788,"HWI","Ecoli.degree",0.934136197337408,"Year.2015",-0.146008554235471,"Ecoli.betweenness",22.5526405169066,"Ecoli.betweenness*Year.2015",-23.974688529255,"Ecoli.evcent",0.0087081420964047,"Year.2015",-0.0391283892812555,"Ecoli.degree*Year.2015",-1.48316892565094
"11","0.94",0.0893939393939394,"SRI","Ecoli.degree",0.858100186691758,"Year.2015",-2.17996924728879,"Ecoli.betweenness",10.8640711982283,"Ecoli.betweenness*Year.2015",-10.6856743631385,"Ecoli.evcent",0.0172442611673154,"Year.2015",-0.0601733414437516,"Ecoli.degree*Year.2015",-0.801195267351565
"12","0.94",0.0621212121212121,"HWI","Ecoli.degree",4.19817601028586,"Year.2015",-0.227423840107352,"Ecoli.betweenness",114.23943539633,"Ecoli.betweenness*Year.2015",-102.340360380555,"Ecoli.evcent",0.0125816829879435,"Year.2015",-0.0337734065165652,"Ecoli.degree*Year.2015",-4.2696349231281
"13","0.94",0.0196969696969697,"HWI","Ecoli.degree",1.45304774417463,"Year.2015",11.5781644402032,"Ecoli.betweenness",50.0126144928208,"Ecoli.betweenness*Year.2015",-45.8564440074269,"Ecoli.evcent",0.0126610786433078,"Year.2015",-0.0128488941381621,"Ecoli.degree*Year.2015",-0.974766438333066
"14","0.94",0.0106060606060606,"SRI","Ecoli.degree",2.04001596444932,"Year.2015",11.2107829174136,"Ecoli.betweenness",30.3394592890012,"Ecoli.betweenness*Year.2015",-28.1024303738268,"Ecoli.evcent",0.0143124461340167,"Year.2015",-0.007353134147784,"Ecoli.degree*Year.2015",-1.43685350360193
"15","0.94",0.0681818181818182,"HWI","Ecoli.degree",3.89853665850628,"Year.2015",-0.529468829935995,"Ecoli.betweenness",118.747229086277,"Ecoli.betweenness*Year.2015",-107.46996756009,"Ecoli.evcent",0.0110557630831265,"Year.2015",-0.0360311247943247,"Ecoli.degree*Year.2015",-4.05588133711208
"16","0.9",0.00909090909090909,"SRI","Ecoli.degree",-0.144909738383326,"Year.2015",12.3899483540076,"Ecoli.betweenness",3.99239521648684,"Ecoli.betweenness*Year.2015",-3.11750397522639,"Ecoli.evcent",0.0148002665793697,"Year.2015",-0.0182165465157528,"Ecoli.degree*Year.2015",0.250750814480134
"17","0.9",0.0484848484848485,"SRI","Ecoli.degree",0.961266103338293,"Year.2015",-0.850976084773192,"Ecoli.betweenness",16.2914169275207,"Ecoli.betweenness*Year.2015",-17.6402138385116,"Ecoli.evcent",0.0110233064278332,"Year.2015",-0.029346587192637,"Ecoli.degree*Year.2015",-1.25657878414922
"18","0.94",0.0242424242424242,"SRI","Ecoli.degree",3.77989878078926,"Year.2015",2.90444607022445,"Ecoli.betweenness",37.5080911097075,"Ecoli.betweenness*Year.2015",-32.4851987084559,"Ecoli.evcent",0.0148087895335472,"Year.2015",-0.0168012880187781,"Ecoli.degree*Year.2015",-3.78288902254273
"19","0.94",0.05,"HWI","Ecoli.degree",4.04109104397334,"Year.2015",2.28722742858244,"Ecoli.betweenness",88.9572841689201,"Ecoli.betweenness*Year.2015",-77.0200677930399,"Ecoli.evcent",0.0128677264587658,"Year.2015",-0.0242977023011874,"Ecoli.degree*Year.2015",-3.93180333038225
"20","0.94",0.101515151515152,"HWI","Ecoli.degree",2.10578836990961,"Year.2015",-2.03676351248186,"Ecoli.betweenness",159.728222233183,"Ecoli.betweenness*Year.2015",-157.888559492656,"Ecoli.evcent",0.00870198302853759,"Year.2015",-0.0177248766070528,"Ecoli.degree*Year.2015",-2.01012952748146
"21","0.94",0.101515151515152,"HWI","Ecoli.degree",2.10578836990961,"Year.2015",-2.03676351248186,"Ecoli.betweenness",159.728222233183,"Ecoli.betweenness*Year.2015",-157.888559492656,"Ecoli.evcent",0.00870198302853759,"Year.2015",-0.0177248766070528,"Ecoli.degree*Year.2015",-2.01012952748146
"22","0.9",0.0666666666666667,"HWI","Ecoli.degree",1.39838775297373,"Year.2015",0.704643318059994,"Ecoli.betweenness",17.578562171985,"Ecoli.betweenness*Year.2015",-16.7471661453301,"Ecoli.evcent",0.0112766270420691,"Year.2015",-0.0407428094926827,"Ecoli.degree*Year.2015",-2.09172492864358
"23","0.94",0.0924242424242424,"SRI","Ecoli.degree",1.16441403397675,"Year.2015",-2.19369968007201,"Ecoli.betweenness",10.3581490575477,"Ecoli.betweenness*Year.2015",-10.1902775922617,"Ecoli.evcent",0.0172442611426422,"Year.2015",-0.0601733414028526,"Ecoli.degree*Year.2015",-1.09383895608532
"24","0.9",0.0333333333333333,"SRI","Ecoli.degree",1.51372603127852,"Year.2015",0.426558136877991,"Ecoli.betweenness",9.06011061689167,"Ecoli.betweenness*Year.2015",-8.42743972890914,"Ecoli.evcent",0.0123255155913154,"Year.2015",-0.0375159069993132,"Ecoli.degree*Year.2015",-2.13141630741074
"25","0.9",0.115151515151515,"HWI","Ecoli.degree",1.48601552777315,"Year.2015",-2.41715453600345,"Ecoli.betweenness",24.2631719832314,"Ecoli.betweenness*Year.2015",-25.3233800890094,"Ecoli.evcent",0.011300957851212,"Year.2015",-0.0187468871353956,"Ecoli.degree*Year.2015",-1.66827308253867
"26","0.94",0.0939393939393939,"HWI","Ecoli.degree",2.37293487357865,"Year.2015",-1.80326244953059,"Ecoli.betweenness",185.021310525727,"Ecoli.betweenness*Year.2015",-180.804855045218,"Ecoli.evcent",0.00984729341106971,"Year.2015",-0.0250344009475124,"Ecoli.degree*Year.2015",-2.27801448400255
"27","0.94",0.103030303030303,"HWI","Ecoli.degree",1.94354446566176,"Year.2015",-2.01915699291161,"Ecoli.betweenness",168.824781527664,"Ecoli.betweenness*Year.2015",-166.96202285791,"Ecoli.evcent",0.00798905528021954,"Year.2015",-0.0177514954346622,"Ecoli.degree*Year.2015",-1.91665483909511
"28","0.9",0.0954545454545455,"SRI","Ecoli.degree",1.28408124677679,"Year.2015",-2.244764417101,"Ecoli.betweenness",2.08327378223557,"Ecoli.betweenness*Year.2015",-2.02669036574213,"Ecoli.evcent",0.0429274156656465,"Year.2015",-0.0571969663575495,"Ecoli.degree*Year.2015",-1.38518604958218
"29","0.94",0.15,"HWI","Ecoli.degree",1.1081670640624,"Year.2015",-1.94022708960612,"Ecoli.betweenness",12.7349520144478,"Ecoli.betweenness*Year.2015",-12.6391579748697,"Ecoli.evcent",0.0224728412824681,"Year.2015",0.000405520671605181,"Ecoli.degree*Year.2015",-1.11257560647445
"30","0.9",0.128787878787879,"HWI","Ecoli.degree",1.34243389561278,"Year.2015",-2.28078029363353,"Ecoli.betweenness",4.4411230265867,"Ecoli.betweenness*Year.2015",-4.43108006432457,"Ecoli.evcent",0.0103904958281105,"Year.2015",-0.0079812534931654,"Ecoli.degree*Year.2015",-1.40322050944449
"31","0.94",0.0272727272727273,"HWI","Ecoli.degree",2.5243519451206,"Year.2015",9.36736296733,"Ecoli.betweenness",61.2084799713585,"Ecoli.betweenness*Year.2015",-55.6612968548791,"Ecoli.evcent",0.0128246359487275,"Year.2015",-0.0128247404764983,"Ecoli.degree*Year.2015",-2.18577506264187
"32","0.94",0.05,"HWI","Ecoli.degree",4.04109104397334,"Year.2015",2.28722742858244,"Ecoli.betweenness",88.9572841689201,"Ecoli.betweenness*Year.2015",-77.0200677930399,"Ecoli.evcent",0.0128677264587658,"Year.2015",-0.0242977023011874,"Ecoli.degree*Year.2015",-3.93180333038225
"33","0.9",0.0560606060606061,"HWI","Ecoli.degree",1.55479952586664,"Year.2015",1.40703760495603,"Ecoli.betweenness",14.4195589604427,"Ecoli.betweenness*Year.2015",-9.70312501180109,"Ecoli.evcent",0.0108781424260927,"Year.2015",-0.0390553408962773,"Ecoli.degree*Year.2015",-1.96049326103015
"34","0.94",0.101515151515152,"SRI","Ecoli.degree",0.735163198739725,"Year.2015",-1.54955432324204,"Ecoli.betweenness",5.12586322992455,"Ecoli.betweenness*Year.2015",-5.11188524165707,"Ecoli.evcent",0.016073404917775,"Year.2015",-0.0584734457295091,"Ecoli.degree*Year.2015",-0.844924472706919
"35","0.9",0.0727272727272727,"HWI","Ecoli.degree",1.14022200754937,"Year.2015",0.30305479926561,"Ecoli.betweenness",23.3963681711903,"Ecoli.betweenness*Year.2015",-29.5992625828288,"Ecoli.evcent",0.0097478317725253,"Year.2015",-0.0402254486670608,"Ecoli.degree*Year.2015",-1.85692752165073
"36","0.9",0.1,"SRI","Ecoli.degree",1.42401449285899,"Year.2015",-2.13434395321233,"Ecoli.betweenness",2.15785281984911,"Ecoli.betweenness*Year.2015",-2.06924373508842,"Ecoli.evcent",0.0437064933752023,"Year.2015",-0.0566270424734965,"Ecoli.degree*Year.2015",-1.52724710717301
"37","0.94",0.0636363636363636,"SRI","Ecoli.degree",1.16265893165656,"Year.2015",-2.22138021727023,"Ecoli.betweenness",32.0997737297536,"Ecoli.betweenness*Year.2015",-32.4178052256114,"Ecoli.evcent",0.012793240392912,"Year.2015",-0.0098319325468535,"Ecoli.degree*Year.2015",-1.08579485132431
"38","0.9",0.0590909090909091,"SRI","Ecoli.degree",1.46450420720969,"Year.2015",-2.03023929064154,"Ecoli.betweenness",12.9838946143989,"Ecoli.betweenness*Year.2015",-13.6124078158022,"Ecoli.evcent",0.0116652899925866,"Year.2015",-0.0171123568492579,"Ecoli.degree*Year.2015",-1.65658519139592
"39","0.9",0.103030303030303,"SRI","Ecoli.degree",1.26755391955475,"Year.2015",-1.8046446531181,"Ecoli.betweenness",1.62417028212882,"Ecoli.betweenness*Year.2015",-1.5419104427141,"Ecoli.evcent",0.0418361696496294,"Year.2015",-0.0561654370817323,"Ecoli.degree*Year.2015",-1.36717136837757
"40","0.94",0.146969696969697,"SRI","Ecoli.degree",0.2998406327608,"Year.2015",-0.218453731927449,"Ecoli.betweenness",1.83838370880031,"Ecoli.betweenness*Year.2015",-1.8374660041728,"Ecoli.evcent",0.0408799709175184,"Year.2015",-0.0339077938500473,"Ecoli.degree*Year.2015",-0.362662899434241
"41","0.94",0.0166666666666667,"SRI","Ecoli.degree",3.24928284982684,"Year.2015",7.78950368092969,"Ecoli.betweenness",38.5800547615786,"Ecoli.betweenness*Year.2015",-35.4536628445082,"Ecoli.evcent",0.0140478570049733,"Year.2015",-0.006971914193039,"Ecoli.degree*Year.2015",-3.47257403864593
"42","0.94",0.0303030303030303,"SRI","Ecoli.degree",4.45724687656621,"Year.2015",-0.169662262791249,"Ecoli.betweenness",57.5485227735176,"Ecoli.betweenness*Year.2015",-49.6563202582721,"Ecoli.evcent",0.0154978062932575,"Year.2015",-0.0282001316536982,"Ecoli.degree*Year.2015",-4.33209339945998
"43","0.9",0.0636363636363636,"SRI","Ecoli.degree",1.08212609365766,"Year.2015",-2.18668303865179,"Ecoli.betweenness",5.75629838834863,"Ecoli.betweenness*Year.2015",-6.18438859967015,"Ecoli.evcent",0.012415598867245,"Year.2015",-0.0151398671789654,"Ecoli.degree*Year.2015",-1.24420706805564
"44","0.94",0.137878787878788,"SRI","Ecoli.degree",0.543608789909926,"Year.2015",-0.529521282069614,"Ecoli.betweenness",9.53158705448617,"Ecoli.betweenness*Year.2015",-9.53066934985866,"Ecoli.evcent",0.0365102481127124,"Year.2015",-0.0458040760272572,"Ecoli.degree*Year.2015",-0.590000162670252
"45","0.9",0.0878787878787879,"HWI","Ecoli.degree",0.941493836810506,"Year.2015",-0.698894025151055,"Ecoli.betweenness",26.7892760722409,"Ecoli.betweenness*Year.2015",-30.8075785693844,"Ecoli.evcent",0.00935226730862701,"Year.2015",-0.0321628259802091,"Ecoli.degree*Year.2015",-1.22288003695369
"46","0.94",0.0227272727272727,"HWI","Ecoli.degree",2.30679464288425,"Year.2015",10.4442340219511,"Ecoli.betweenness",56.0297296229018,"Ecoli.betweenness*Year.2015",-51.5876328463662,"Ecoli.evcent",0.0130787392516495,"Year.2015",-0.0125165218484304,"Ecoli.degree*Year.2015",-1.85001186471475
"47","0.9",0.122727272727273,"SRI","Ecoli.degree",1.34874599839682,"Year.2015",-1.51637243845265,"Ecoli.betweenness",2.38450220402238,"Ecoli.betweenness*Year.2015",-2.30221493331275,"Ecoli.evcent",0.0479520949651701,"Year.2015",-0.0587700970960895,"Ecoli.degree*Year.2015",-1.35211373961726
"48","0.94",0.143939393939394,"SRI","Ecoli.degree",0.543608789909926,"Year.2015",-0.529521282069614,"Ecoli.betweenness",9.53158705448617,"Ecoli.betweenness*Year.2015",-9.53066934985866,"Ecoli.evcent",0.0365102481127124,"Year.2015",-0.0458040760272572,"Ecoli.degree*Year.2015",-0.590000162670252
"49","0.9",0.0333333333333333,"SRI","Ecoli.degree",1.51372603127852,"Year.2015",0.426558136877991,"Ecoli.betweenness",9.06011061689167,"Ecoli.betweenness*Year.2015",-8.42743972890914,"Ecoli.evcent",0.0123255155913154,"Year.2015",-0.0375159069993132,"Ecoli.degree*Year.2015",-2.13141630741074
"50","0.9",0.142424242424242,"SRI","Ecoli.degree",0.93815875245937,"Year.2015",-0.78530577932597,"Ecoli.betweenness",1.26637458200266,"Ecoli.betweenness*Year.2015",-1.22674534012799,"Ecoli.evcent",0.0392367448363799,"Year.2015",-0.0475302823333553,"Ecoli.degree*Year.2015",-0.946204939335033
"51","0.94",0.0606060606060606,"HWI","Ecoli.degree",4.27343681725136,"Year.2015",-0.096484154230121,"Ecoli.betweenness",116.895889301997,"Ecoli.betweenness*Year.2015",-102.200806223587,"Ecoli.evcent",0.0133935114527127,"Year.2015",-0.0348681522978598,"Ecoli.degree*Year.2015",-4.19403259560627
"52","0.9",0.0454545454545455,"HWI","Ecoli.degree",1.14102486318788,"Year.2015",4.64714828163754,"Ecoli.betweenness",11.0678767637794,"Ecoli.betweenness*Year.2015",-7.46440240323535,"Ecoli.evcent",0.0107869197898042,"Year.2015",-0.0320692727954581,"Ecoli.degree*Year.2015",-1.75856127027156
"53","0.9",0.0106060606060606,"SRI","Ecoli.degree",0.130140646522083,"Year.2015",12.1195055701497,"Ecoli.betweenness",4.31997287098869,"Ecoli.betweenness*Year.2015",-3.38332016553571,"Ecoli.evcent",0.0146589513915501,"Year.2015",-0.0177702995804098,"Ecoli.degree*Year.2015",-0.0961539188527877
"54","0.9",0.131818181818182,"SRI","Ecoli.degree",1.23915872427081,"Year.2015",-1.1514886492288,"Ecoli.betweenness",1.92100335569815,"Ecoli.betweenness*Year.2015",-1.88137411382348,"Ecoli.evcent",0.0490249175079544,"Year.2015",-0.0541674979050906,"Ecoli.degree*Year.2015",-1.2665065869333
"55","0.94",0.0712121212121212,"HWI","Ecoli.degree",3.66300083287025,"Year.2015",-0.636476224988191,"Ecoli.betweenness",168.645889955793,"Ecoli.betweenness*Year.2015",-159.96162046828,"Ecoli.evcent",0.01153646690114,"Year.2015",-0.0321640038410874,"Ecoli.degree*Year.2015",-3.86363872441642
"56","0.9",0.1,"HWI","Ecoli.degree",1.07576714530857,"Year.2015",-1.5472051260062,"Ecoli.betweenness",29.5738301820983,"Ecoli.betweenness*Year.2015",-30.7883407616218,"Ecoli.evcent",0.0104965111059207,"Year.2015",-0.02837603582202,"Ecoli.degree*Year.2015",-1.25920773385559
"57","0.9",0.116666666666667,"SRI","Ecoli.degree",1.44169143139468,"Year.2015",-1.60839999526696,"Ecoli.betweenness",2.3980867531747,"Ecoli.betweenness*Year.2015",-2.32011844903634,"Ecoli.evcent",0.0476424538117556,"Year.2015",-0.0593966678869389,"Ecoli.degree*Year.2015",-1.50066035695076
"58","0.9",0.00606060606060606,"SRI","Ecoli.degree",0.0556148434203097,"Year.2015",15.6433515579961,"Ecoli.betweenness",3.87414935202028,"Ecoli.betweenness*Year.2015",-3.08380280633112,"Ecoli.evcent",0.0155291419946008,"Year.2015",-0.0183297838017293,"Ecoli.degree*Year.2015",0.181916735033766
"59","0.94",0.134848484848485,"HWI","Ecoli.degree",0.952500463169541,"Year.2015",-2.0590076277453,"Ecoli.betweenness",17.2565023468296,"Ecoli.betweenness*Year.2015",-17.196863633192,"Ecoli.evcent",0.0110793385556059,"Year.2015",-0.00118866103374434,"Ecoli.degree*Year.2015",-0.821880616390219
"60","0.94",0.0787878787878788,"SRI","Ecoli.degree",1.03149074517879,"Year.2015",-1.94798391037917,"Ecoli.betweenness",9.40497978346013,"Ecoli.betweenness*Year.2015",-9.3735894574402,"Ecoli.evcent",0.0203453183325359,"Year.2015",-0.00391894232889283,"Ecoli.degree*Year.2015",-1.03849027049841
"61","0.9",0,"SRI","Ecoli.degree",-2.22622117597265,"Year.2015",15.6146590486475,"Ecoli.betweenness",2.64469444148068,"Ecoli.betweenness*Year.2015",-1.88080620416955,"Ecoli.evcent",0.0153733755461711,"Year.2015",-0.0196422422135547,"Ecoli.degree*Year.2015",2.99321625131315
"62","0.94",0.0575757575757576,"SRI","Ecoli.degree",1.83493481971009,"Year.2015",-1.94682234252315,"Ecoli.betweenness",71.061756917948,"Ecoli.betweenness*Year.2015",-71.7397062917738,"Ecoli.evcent",0.010944021367935,"Year.2015",-0.0100110152726632,"Ecoli.degree*Year.2015",-1.73372541649392
"63","0.94",0.0984848484848485,"HWI","Ecoli.degree",2.28357843839379,"Year.2015",-1.91098420437376,"Ecoli.betweenness",233.302738507902,"Ecoli.betweenness*Year.2015",-232.228889303436,"Ecoli.evcent",0.0100214613878972,"Year.2015",-0.0234301159885218,"Ecoli.degree*Year.2015",-2.27571455669986
"64","0.9",0.00151515151515152,"HWI","Ecoli.degree",-2.22622117597265,"Year.2015",15.6146590486475,"Ecoli.betweenness",4.78885815904486,"Ecoli.betweenness*Year.2015",-3.42793900792656,"Ecoli.evcent",0.0126686681468247,"Year.2015",-0.0250347616593558,"Ecoli.degree*Year.2015",2.99321625131315
"65","0.94",0.0878787878787879,"HWI","Ecoli.degree",2.2340628665604,"Year.2015",-1.31651040548694,"Ecoli.betweenness",168.43739832691,"Ecoli.betweenness*Year.2015",-162.507935502371,"Ecoli.evcent",0.00955464842514069,"Year.2015",-0.0252814149935138,"Ecoli.degree*Year.2015",-2.14849261786965
"66","0.94",0.137878787878788,"SRI","Ecoli.degree",0.543608789909926,"Year.2015",-0.529521282069614,"Ecoli.betweenness",9.53158705448617,"Ecoli.betweenness*Year.2015",-9.53066934985866,"Ecoli.evcent",0.0365102481127124,"Year.2015",-0.0458040760272572,"Ecoli.degree*Year.2015",-0.590000162670252
"67","0.9",0.0772727272727273,"HWI","Ecoli.degree",0.985347658791136,"Year.2015",0.283365320807272,"Ecoli.betweenness",20.2888106280907,"Ecoli.betweenness*Year.2015",-22.5734207075035,"Ecoli.evcent",0.00912446062588606,"Year.2015",-0.0371787951207915,"Ecoli.degree*Year.2015",-1.50832087633427
"68","0.94",0.0409090909090909,"SRI","Ecoli.degree",3.02807507228631,"Year.2015",-1.02355837856249,"Ecoli.betweenness",88.7979292765719,"Ecoli.betweenness*Year.2015",-83.9305178718701,"Ecoli.evcent",0.012138274105475,"Year.2015",-0.0271474536120653,"Ecoli.degree*Year.2015",-3.20274461374076
"69","0.94",0.0606060606060606,"SRI","Ecoli.degree",1.98207601190145,"Year.2015",-2.49899964333952,"Ecoli.betweenness",87.7856704335153,"Ecoli.betweenness*Year.2015",-87.5543652300636,"Ecoli.evcent",0.0133063299832962,"Year.2015",-0.0113336823929556,"Ecoli.degree*Year.2015",-1.90564330782862
"70","0.9",0.00757575757575758,"HWI","Ecoli.degree",-2.24026074790491,"Year.2015",15.6308116869377,"Ecoli.betweenness",4.76006196127864,"Ecoli.betweenness*Year.2015",-3.39787546178075,"Ecoli.evcent",0.0126867795518156,"Year.2015",-0.025003584362136,"Ecoli.degree*Year.2015",3.00366429825788
"71","0.9",0.0696969696969697,"SRI","Ecoli.degree",1.2993936149972,"Year.2015",-2.2563572058225,"Ecoli.betweenness",2.54629147862352,"Ecoli.betweenness*Year.2015",-2.51010918001152,"Ecoli.evcent",0.0111383470823338,"Year.2015",-0.00663246723266328,"Ecoli.degree*Year.2015",-1.39084551131053
"72","0.9",0.139393939393939,"SRI","Ecoli.degree",0.93815875245937,"Year.2015",-0.78530577932597,"Ecoli.betweenness",1.26637458200266,"Ecoli.betweenness*Year.2015",-1.22674534012799,"Ecoli.evcent",0.0392367448363799,"Year.2015",-0.0475302823333553,"Ecoli.degree*Year.2015",-0.946204939335033
"73","0.94",0.00909090909090909,"HWI","Ecoli.degree",-1.77180733610108,"Year.2015",16.2950947773406,"Ecoli.betweenness",25.1303505283935,"Ecoli.betweenness*Year.2015",-20.7176519937284,"Ecoli.evcent",0.0126783280994695,"Year.2015",-0.015499975770577,"Ecoli.degree*Year.2015",3.09920284943336
"74","0.94",0.0575757575757576,"SRI","Ecoli.degree",1.83493481971009,"Year.2015",-1.94682234252315,"Ecoli.betweenness",71.061756917948,"Ecoli.betweenness*Year.2015",-71.7397062917738,"Ecoli.evcent",0.010944021367935,"Year.2015",-0.0100110152726632,"Ecoli.degree*Year.2015",-1.73372541649392
"75","0.94",0.0378787878787879,"SRI","Ecoli.degree",3.30057005273786,"Year.2015",-0.612182934479553,"Ecoli.betweenness",87.3626377009617,"Ecoli.betweenness*Year.2015",-84.4789749614301,"Ecoli.evcent",0.0130245691271959,"Year.2015",-0.0282519422816506,"Ecoli.degree*Year.2015",-3.50109624867035
"76","0.94",0.121212121212121,"HWI","Ecoli.degree",1.36363276423569,"Year.2015",-2.20709605167074,"Ecoli.betweenness",57.0988249886888,"Ecoli.betweenness*Year.2015",-57.824477440532,"Ecoli.evcent",0.0113665767970056,"Year.2015",-0.0115200498352539,"Ecoli.degree*Year.2015",-1.34408677470969
"77","0.9",0.137878787878788,"HWI","Ecoli.degree",1.2489182536151,"Year.2015",-2.2005728284311,"Ecoli.betweenness",4.02040856940705,"Ecoli.betweenness*Year.2015",-3.87475832140889,"Ecoli.evcent",0.0145217947120291,"Year.2015",-0.00405346308534346,"Ecoli.degree*Year.2015",-1.30450022451035
"78","0.9",0.0227272727272727,"HWI","Ecoli.degree",-0.0672507921351395,"Year.2015",11.5391762915631,"Ecoli.betweenness",7.85841630057234,"Ecoli.betweenness*Year.2015",-6.11498981586402,"Ecoli.evcent",0.0117990370850305,"Year.2015",-0.0233625926304019,"Ecoli.degree*Year.2015",-0.0631708673067676
"79","0.94",0.0712121212121212,"HWI","Ecoli.degree",3.66300083287025,"Year.2015",-0.636476224988191,"Ecoli.betweenness",168.645889955793,"Ecoli.betweenness*Year.2015",-159.96162046828,"Ecoli.evcent",0.01153646690114,"Year.2015",-0.0321640038410874,"Ecoli.degree*Year.2015",-3.86363872441642
"80","0.94",0.0984848484848485,"SRI","Ecoli.degree",0.812040571938762,"Year.2015",-1.71783484390181,"Ecoli.betweenness",9.99396477494419,"Ecoli.betweenness*Year.2015",-9.93930096675498,"Ecoli.evcent",0.018801529025825,"Year.2015",-0.0590163570130639,"Ecoli.degree*Year.2015",-0.892328439081141
"81","0.94",0.113636363636364,"SRI","Ecoli.degree",0.627290423117737,"Year.2015",-0.974000199785396,"Ecoli.betweenness",10.242936371006,"Ecoli.betweenness*Year.2015",-10.2054589313913,"Ecoli.evcent",0.0157594186539359,"Year.2015",-0.0624378759869082,"Ecoli.degree*Year.2015",-0.670085156369203
"82","0.94",0.00757575757575758,"HWI","Ecoli.degree",-2.25589106454952,"Year.2015",14.9491563233245,"Ecoli.betweenness",24.9618469290899,"Ecoli.betweenness*Year.2015",-20.5480766632625,"Ecoli.evcent",0.0125503510281906,"Year.2015",-0.0160745392345842,"Ecoli.degree*Year.2015",3.65671129729576
"83","0.94",0.0348484848484849,"HWI","Ecoli.degree",3.70564185778983,"Year.2015",6.78303019821424,"Ecoli.betweenness",71.6106754461502,"Ecoli.betweenness*Year.2015",-65.6131751315938,"Ecoli.evcent",0.0130545045996242,"Year.2015",-0.0153148128707205,"Ecoli.degree*Year.2015",-3.88341626962087
"84","0.94",0.0242424242424242,"SRI","Ecoli.degree",3.77989878078926,"Year.2015",2.90444607022445,"Ecoli.betweenness",37.5080911097075,"Ecoli.betweenness*Year.2015",-32.4851987084559,"Ecoli.evcent",0.0148087895335472,"Year.2015",-0.0168012880187781,"Ecoli.degree*Year.2015",-3.78288902254273
"85","0.94",0.00757575757575758,"HWI","Ecoli.degree",-2.25589106454952,"Year.2015",14.9491563233245,"Ecoli.betweenness",24.9618469290899,"Ecoli.betweenness*Year.2015",-20.5480766632625,"Ecoli.evcent",0.0125503510281906,"Year.2015",-0.0160745392345842,"Ecoli.degree*Year.2015",3.65671129729576
